id,source_type,file,line,callee,caller,layer,domain,english_text,placeholders
tribute:L4978,dat_file,tribute,4978,,,4,tribute,most intelligent and advanced mathematicians and physicists.,0
tribute:L4986,dat_file,tribute,4986,,,4,tribute,"There was silence again, and then a clang.  The Librarian grunted in his",0
tribute:L4987,dat_file,tribute,4987,,,4,tribute,sleep.,0
tribute:L4989,dat_file,tribute,4989,,,4,tribute,"""What are you doing?""",0
tribute:L4991,dat_file,tribute,4991,,,4,tribute,"""I just knocked over the coal shovel.""",0
tribute:L4993,dat_file,tribute,4993,,,4,tribute,"""Why are you feeling around on the mantelpiece?""",0
tribute:L4995,dat_file,tribute,4995,,,4,tribute,"""Oh, just ... you know, just ... just looking.  A little ... experiment.",0
tribute:L4996,dat_file,tribute,4996,,,4,tribute,"After all, you never know.""",0
tribute:L4998,dat_file,tribute,4998,,,4,tribute,"""You never know what?""",0
tribute:L5000,dat_file,tribute,5000,,,4,tribute,"""Just ... never know, you know.""",0
tribute:L5002,dat_file,tribute,5002,,,4,tribute,"""/Sometimes/ you know,"" said Ridcully.  ""I think I know quite a lot that",0
tribute:L5003,dat_file,tribute,5003,,,4,tribute,"I didn't used to know.  It's amazing what you /do/ end up knowing, I",0
tribute:L5004,dat_file,tribute,5004,,,4,tribute,"sometimes think.  I often wonder what new stuff I'll know.""",0
tribute:L5006,dat_file,tribute,5006,,,4,tribute,"""Well, you never know.""",0
tribute:L5008,dat_file,tribute,5008,,,4,tribute,"""That's a fact.""",0
tribute:L5014,dat_file,tribute,5014,,,4,tribute,"IT GETS UNDER YOUR SKIN, LIFE, said Death, stepping forward.  SPEAKING",0
tribute:L5015,dat_file,tribute,5015,,,4,tribute,"METAPHORICALLY, OF COURSE.  IT'S A HABIT THAT'S HARD TO GIVE UP.  ONE PUFF",0
tribute:L5016,dat_file,tribute,5016,,,4,tribute,OF BREATH IS NEVER ENOUGH.  YOU'LL FIND YOU WANT TO TAKE ANOTHER.,0
tribute:L5022,dat_file,tribute,5022,,,4,tribute,HUMANS NEED FANTASY TO BE HUMAN.  TO BE THE PLACE WHERE THE FALLING ANGEL,0
tribute:L5023,dat_file,tribute,5023,,,4,tribute,MEETS THE RISING APE.,0
tribute:L5025,dat_file,tribute,5025,,,4,tribute,"""Tooth Fairies?  Hogfathers?  Little--""",0
tribute:L5027,dat_file,tribute,5027,,,4,tribute,YES.  AS PRACTICE.  YOU HAVE TO START OUT LEARNING TO BELIEVE THE /LITTLE/,0
tribute:L5028,dat_file,tribute,5028,,,4,tribute,LIES.,0
tribute:L5030,dat_file,tribute,5030,,,4,tribute,"""So we can believe the big ones?""",0
tribute:L5032,dat_file,tribute,5032,,,4,tribute,YES.  JUSTICE.  MERCY.  DUTY.  THAT SORT OF THING.,0
tribute:L5039,dat_file,tribute,5039,,,4,tribute,"""What did he do it all for?"" said Susan.  ""I mean, why?  Money?  Power?""",0
tribute:L5041,dat_file,tribute,5041,,,4,tribute,"SOME PEOPLE WILL DO ANYTHING FOR THE SHEER FASCINATION OF DOING IT, said",0
tribute:L5042,dat_file,tribute,5042,,,4,tribute,Death.  OR THE FAME.  OR BECAUSE THEY SHOULDN'T.,0
tribute:L5054,dat_file,tribute,5054,,,4,tribute,The senior wizards of Unseen University stood and looked at the door.,0
tribute:L5056,dat_file,tribute,5056,,,4,tribute,There was no doubt that whoever had shut it wanted it to stay shut.  Dozens,0
tribute:L5057,dat_file,tribute,5057,,,4,tribute,of nails secured it to the door frame.  Planks had been nailed right across.,0
tribute:L5059,dat_file,tribute,5059,,,4,tribute,had been put in front of it.,0
tribute:L5061,dat_file,tribute,5061,,,4,tribute,"""And there's the sign, Ridcully,"" said the Dean.  ""You /have/ read it, I",0
tribute:L5062,dat_file,tribute,5062,,,4,tribute,"assume.  You know?  The sign which says 'Do not, under any circumstances,",0
tribute:L5063,dat_file,tribute,5063,,,4,tribute,"open this door'?""",0
tribute:L5065,dat_file,tribute,5065,,,4,tribute,"""Of course I've read it,"" said Ridcully.  ""Why d'yer think I want it",0
tribute:L5066,dat_file,tribute,5066,,,4,tribute,"opened?""",0
tribute:L5068,dat_file,tribute,5068,,,4,tribute,"""Er... why?"" said the Lecturer in Recent Runes.",0
tribute:L5070,dat_file,tribute,5070,,,4,tribute,"""To see why they wanted it shut, of course.""(1)",0
tribute:L5073,dat_file,tribute,5073,,,4,tribute,"civilization.  At least, those bits of it that are now under the sea,",0
tribute:L5074,dat_file,tribute,5074,,,4,tribute,fenced off or still smoking.,0
tribute:L5081,dat_file,tribute,5081,,,4,tribute,Then the Dean repeated the mantra that has had such a marked effect on the,0
tribute:L5082,dat_file,tribute,5082,,,4,tribute,progress of knowledge throughout the ages.,0
tribute:L5084,dat_file,tribute,5084,,,4,tribute,"""Why don't we just mix up absolutely everything and see what happens?"" he",0
tribute:L5085,dat_file,tribute,5085,,,4,tribute,said.,0
tribute:L5087,dat_file,tribute,5087,,,4,tribute,And Ridcully responded with the traditional response.,0
tribute:L5089,dat_file,tribute,5089,,,4,tribute,"""It's got to be worth a try,"" he said.",0
tribute:L5096,dat_file,tribute,5096,,,4,tribute,"""I don't hold with using that thinking machine,"" said the Dean.  ""I've said",0
tribute:L5097,dat_file,tribute,5097,,,4,tribute,this before.  It's meddling with the cult.  The /oc/cult has always been,0
tribute:L5098,dat_file,tribute,5098,,,4,tribute,"good enough for me, thank you very much.""",0
tribute:L5100,dat_file,tribute,5100,,,4,tribute,"""On the other hand it's the only person round here who can think straight",0
tribute:L5101,dat_file,tribute,5101,,,4,tribute,"and it does what it's told,"" said Ridcully.",0
tribute:L5112,dat_file,tribute,5112,,,4,tribute,It was so much easier to blame it on Them.  It was bleakly depressing to,0
tribute:L5113,dat_file,tribute,5113,,,4,tribute,"think that They were Us.  If it was Them, then nothing was anyone's fault.",0
tribute:L5114,dat_file,tribute,5114,,,4,tribute,"If it was Us, what did that make Me?  After all, I'm one of Us.  I must be.",0
tribute:L5115,dat_file,tribute,5115,,,4,tribute,I've certainly never thought of myself as one of Them.  /No one/ ever thinks,0
tribute:L5116,dat_file,tribute,5116,,,4,tribute,of themselves as one of Them.  We're always one of Us.  It's Them that do,0
tribute:L5117,dat_file,tribute,5117,,,4,tribute,the bad things.,0
tribute:L5123,dat_file,tribute,5123,,,4,tribute,There was a general shifting of position and a group clearing of throats.,0
tribute:L5125,dat_file,tribute,5125,,,4,tribute,'What about mercenaries?' said Boggis.,0
tribute:L5127,dat_file,tribute,5127,,,4,tribute,"'The problem with mercenaries', said the Patrician, 'is that they need to",0
tribute:L5128,dat_file,tribute,5128,,,4,tribute,"be paid to start fighting.  And, unless you are very lucky, you end up",0
tribute:L5129,dat_file,tribute,5129,,,4,tribute,paying them even more to stop--',0
tribute:L5131,dat_file,tribute,5131,,,4,tribute,Selachii thumped the table.,0
tribute:L5133,dat_file,tribute,5133,,,4,tribute,"'Very well, then, by jingo!' he snarled.  'Alone!'",0
tribute:L5135,dat_file,tribute,5135,,,4,tribute,"'We could certainly do with one,' said Lord Vetinari.  'We need the money.",0
tribute:L5136,dat_file,tribute,5136,,,4,tribute,I was about to say that we cannot /afford/ mercenaries.',0
tribute:L5138,dat_file,tribute,5138,,,4,tribute,'How can this be?' said Lord Downey.  'Don't we pay our taxes?',0
tribute:L5140,dat_file,tribute,5140,,,4,tribute,"'Ah, I thought we might come to that,' said Lord Vetinari.  He raised",0
tribute:L5141,dat_file,tribute,5141,,,4,tribute,"his hand and, on cue again, his clerk placed a piece of paper in it.",0
tribute:L5143,dat_file,tribute,5143,,,4,tribute,'Let me see now ... ah yes.  Guild of Assassins ...  Gross earnings in,0
tribute:L5144,dat_file,tribute,5144,,,4,tribute,"the last year: AM$13,207,048.  Taxes paid in the last year: forty-seven",0
tribute:L5145,dat_file,tribute,5145,,,4,tribute,"dollars, twenty-two pence and what on examination turned out to be a",0
tribute:L5146,dat_file,tribute,5146,,,4,tribute,"Hershebian half-/dong/, worth one eighth of a penny.'",0
tribute:L5148,dat_file,tribute,5148,,,4,tribute,'That's all perfectly legal!  The Guild of Accountants--',0
tribute:L5150,dat_file,tribute,5150,,,4,tribute,"'Ah yes.  Guild of Accountants: gross earnings AM$7,999,011.  Taxes paid:",0
tribute:L5151,dat_file,tribute,5151,,,4,tribute,"nil.  But, ah yes, I see they applied for a rebate of AM$200,000.'",0
tribute:L5153,dat_file,tribute,5153,,,4,tribute,"'And what we received, I may say, included a Hershebian half-/dong/,'",0
tribute:L5154,dat_file,tribute,5154,,,4,tribute,said Mr Frostrip of the Guild of Accountants.,0
tribute:L5156,dat_file,tribute,5156,,,4,tribute,"'What goes around comes around,' said Vetinari calmly.",0
tribute:L5158,dat_file,tribute,5158,,,4,tribute,"He tossed the paper aside.  'Taxation, gentlemen, is very much like dairy",0
tribute:L5159,dat_file,tribute,5159,,,4,tribute,farming.  The task is to extract the maximum amount of milk with the,0
tribute:L5160,dat_file,tribute,5160,,,4,tribute,minimum of moo.  And I am afraid to say that these days all I get is moo.',0
tribute:L5162,dat_file,tribute,5162,,,4,tribute,'Are you telling us that Ankh-Morpork is /bankrupt/?' said Downey.,0
tribute:L5164,dat_file,tribute,5164,,,4,tribute,"'Of course.  While, at the same time, full of rich people.  I trust they",0
tribute:L5165,dat_file,tribute,5165,,,4,tribute,have been spending their good fortune on swords.',0
tribute:L5167,dat_file,tribute,5167,,,4,tribute,'And you have /allowed/ this wholesale tax avoidance?' said Lord Selachii.,0
tribute:L5169,dat_file,tribute,5169,,,4,tribute,"'Oh, the taxes haven't been avoided,' said Lord Vetinari.  'Or even evaded.",0
tribute:L5170,dat_file,tribute,5170,,,4,tribute,They just haven't been paid.',0
tribute:L5172,dat_file,tribute,5172,,,4,tribute,'That is a disgusting state of affairs!',0
tribute:L5174,dat_file,tribute,5174,,,4,tribute,The Patrician raised his eyebrows.  'Commander Vimes?',0
tribute:L5176,dat_file,tribute,5176,,,4,tribute,"'Yes, sir?'",0
tribute:L5178,dat_file,tribute,5178,,,4,tribute,"'Would you be so good as to assemble a squad of your most experienced men,",0
tribute:L5179,dat_file,tribute,5179,,,4,tribute,"liaise with the tax gatherers and obtain the accumulated back taxes,",0
tribute:L5180,dat_file,tribute,5180,,,4,tribute,please?  My clerk here will give you a list of the prime defaulters.',0
tribute:L5182,dat_file,tribute,5182,,,4,tribute,"'Right, sir.  And if they resist, sir?' said Vimes, smiling nastily.",0
tribute:L5184,dat_file,tribute,5184,,,4,tribute,"'Oh, how can they resist, commander?  This is the will of our civic",0
tribute:L5185,dat_file,tribute,5185,,,4,tribute,"leaders.'  He took the paper his clerk proffered.  'Let me see, now.  Top",0
tribute:L5186,dat_file,tribute,5186,,,4,tribute,of the list--',0
tribute:L5188,dat_file,tribute,5188,,,4,tribute,Lord Selachii coughed hurriedly.  'Far too late for that sort of nonsense,0
tribute:L5189,dat_file,tribute,5189,,,4,tribute,"now,' he said.",0
tribute:L5191,dat_file,tribute,5191,,,4,tribute,"'Water under the bridge,' said Lord Downey.",0
tribute:L5193,dat_file,tribute,5193,,,4,tribute,"'Dead and buried,' said Mr Slant.",0
tribute:L5195,dat_file,tribute,5195,,,4,tribute,"'I paid mine,' said Vimes.",0
tribute:L5201,dat_file,tribute,5201,,,4,tribute,"As every student of exploration knows, the prize goes not to the explorer",0
tribute:L5202,dat_file,tribute,5202,,,4,tribute,who first sets foot upon the virgin soil but to the one who gets that foot,0
tribute:L5203,dat_file,tribute,5203,,,4,tribute,"home first.  If it is still attached to his leg, this is a bonus.",0
tribute:L5209,dat_file,tribute,5209,,,4,tribute,Sergeant Colon had had a broad education.  He'd been to the School of My,0
tribute:L5210,dat_file,tribute,5210,,,4,tribute,"Dad Always Said, the College of It Stands to Reason, and was now a post-",0
tribute:L5211,dat_file,tribute,5211,,,4,tribute,graduate student at the University of What Some Bloke In the Pub Told Me.,0
tribute:L5217,dat_file,tribute,5217,,,4,tribute,"""Hey, that's Reg Shoe!  He's a zombie.  He falls to bits all the time!""",0
tribute:L5219,dat_file,tribute,5219,,,4,tribute,"""Very big man in the undead community, sir,"" said Carrot.",0
tribute:L5221,dat_file,tribute,5221,,,4,tribute,"""How come /he/ joined?""",0
tribute:L5223,dat_file,tribute,5223,,,4,tribute,"""He came round last week to complain about the Watch harassing some",0
tribute:L5224,dat_file,tribute,5224,,,4,tribute,"bogeymen, sir.  He was very, er, vehement, sir.  So I persuaded him that",0
tribute:L5225,dat_file,tribute,5225,,,4,tribute,"what the Watch needed was some expertise, so he joined up, sir.""",0
tribute:L5227,dat_file,tribute,5227,,,4,tribute,"""No more complaints?""",0
tribute:L5229,dat_file,tribute,5229,,,4,tribute,"""Twice as many, sir.  All from undead, sir, and all against Mr. Shoe.",0
tribute:L5230,dat_file,tribute,5230,,,4,tribute,"Funny That.""",0
tribute:L5236,dat_file,tribute,5236,,,4,tribute,"Perhaps it was because he was tired, or just because he was trying to shut",0
tribute:L5237,dat_file,tribute,5237,,,4,tribute,"out the world, but Vimes found himself slowing down into the traditional",0
tribute:L5238,dat_file,tribute,5238,,,4,tribute,Watchman's walk and the traditional idling thought process.,0
tribute:L5240,dat_file,tribute,5240,,,4,tribute,"It was an almost Pavlovian response.(1)  The legs swung, the feet moved,",0
tribute:L5241,dat_file,tribute,5241,,,4,tribute,"the mind began to work in a certain way.  It wasn't a dream state, exactly.",0
tribute:L5242,dat_file,tribute,5242,,,4,tribute,"It was just that the ears, nose and eyeballs wired themselves straight into",0
tribute:L5243,dat_file,tribute,5243,,,4,tribute,"the ancient ""suspicious bastard"" node of his brain, leaving his higher",0
tribute:L5244,dat_file,tribute,5244,,,4,tribute,brain center free to freewheel.,0
tribute:L5246,dat_file,tribute,5246,,,4,tribute,"(1) A term invented by the wizard Denephew Boot,(2) who had found that by",0
tribute:L5247,dat_file,tribute,5247,,,4,tribute,"a system of rewards and punishments he could train a dog, at the ringing",0
tribute:L5248,dat_file,tribute,5248,,,4,tribute,"of a bell, to immediately eat a strawberry meringue.",0
tribute:L5250,dat_file,tribute,5250,,,4,tribute,"(2) His parents, who were uncomplicated country people, had wanted a girl.",0
tribute:L5251,dat_file,tribute,5251,,,4,tribute,They were expecting to call her Denise.,0
tribute:L5257,dat_file,tribute,5257,,,4,tribute,"""What was it, Leonard?""",0
tribute:L5259,dat_file,tribute,5259,,,4,tribute,"""An experimental device for turning chemical energy into rotary motion,""",0
tribute:L5260,dat_file,tribute,5260,,,4,tribute,"said Leonard.  ""The problem, you see, is getting the little pellets of",0
tribute:L5261,dat_file,tribute,5261,,,4,tribute,black powder into the combustion chamber at exactly the right speed and,0
tribute:L5262,dat_file,tribute,5262,,,4,tribute,"one at a time.  If two ignite together, well, what he have is the",0
tribute:L5263,dat_file,tribute,5263,,,4,tribute,"/external/ combustion engine.""",0
tribute:L5265,dat_file,tribute,5265,,,4,tribute,"""And, er, what would be the purpose of it?"" said the Patrician.",0
tribute:L5267,dat_file,tribute,5267,,,4,tribute,"""I believe it could replace the horse,"" Leonard said proudly.",0
tribute:L5269,dat_file,tribute,5269,,,4,tribute,They looked at the stricken thing.,0
tribute:L5271,dat_file,tribute,5271,,,4,tribute,"""One of the advantages of horses that people often point out,"" said",0
tribute:L5272,dat_file,tribute,5272,,,4,tribute,"Vetinari, after some thought, ""is that they very seldom explode.  Almost",0
tribute:L5273,dat_file,tribute,5273,,,4,tribute,"never, in my experience, apart from that unfortunate occurrence in the hot",0
tribute:L5274,dat_file,tribute,5274,,,4,tribute,"summer a few years ago.""  With fastidious fingers he pulled something out",0
tribute:L5276,dat_file,tribute,5276,,,4,tribute,linked together by a piece of string.  There were dots on them.,0
tribute:L5278,dat_file,tribute,5278,,,4,tribute,"""Dice?"" he said.",0
tribute:L5280,dat_file,tribute,5280,,,4,tribute,"Leonard smiled in an embarrassed fashion.  ""Yes.  I can't think why I",0
tribute:L5281,dat_file,tribute,5281,,,4,tribute,"thought they'd help it go better.  It was just, well, an idea.  You know",0
tribute:L5282,dat_file,tribute,5282,,,4,tribute,"how it is.""",0
tribute:L5288,dat_file,tribute,5288,,,4,tribute,He was as easily distracted as a kitten.  All that business with the,0
tribute:L5289,dat_file,tribute,5289,,,4,tribute,"flying machine, for example.  Giant bat wings hung from the ceiling even",0
tribute:L5290,dat_file,tribute,5290,,,4,tribute,now.  The Patrician had been more than happy to let him waste his time on,0
tribute:L5291,dat_file,tribute,5291,,,4,tribute,"that idea, because it was obvious to anyone that no human being would ever",0
tribute:L5292,dat_file,tribute,5292,,,4,tribute,be able to flap the wings hard enough.,0
tribute:L5294,dat_file,tribute,5294,,,4,tribute,He needn't have worried.  Leonard was his own distraction.  He had ended,0
tribute:L5295,dat_file,tribute,5295,,,4,tribute,up spending ages designing a special tray so that people could eat their,0
tribute:L5296,dat_file,tribute,5296,,,4,tribute,meals in the air.,0
tribute:L5302,dat_file,tribute,5302,,,4,tribute,She held the lamp higher.,0
tribute:L5304,dat_file,tribute,5304,,,4,tribute,"Ramkins looked down their noses at her from their frames, through the brown",0
tribute:L5305,dat_file,tribute,5305,,,4,tribute,varnish of the centuries.  Portraits were another thing that had been,0
tribute:L5308,dat_file,tribute,5308,,,4,tribute,Most of them were men.  They were invariably in armor and always on,0
tribute:L5309,dat_file,tribute,5309,,,4,tribute,horseback.  And every single one of them had fought the sworn enemies of,0
tribute:L5310,dat_file,tribute,5310,,,4,tribute,Ankh-Morpork.,0
tribute:L5313,dat_file,tribute,5313,,,4,tribute,"example, had to lead an expedition all the way to Howondaland in order to",0
tribute:L5314,dat_file,tribute,5314,,,4,tribute,"find some sworn enemies, although there was an adequate supply and a lot",0
tribute:L5315,dat_file,tribute,5315,,,4,tribute,"of swearing by the time he left.  Earlier, of course, it had been a lot",0
tribute:L5316,dat_file,tribute,5316,,,4,tribute,easier.  Ramkin regiments had fought the city's enemies all over the Sto,0
tribute:L5317,dat_file,tribute,5317,,,4,tribute,"Plains and had inflicted heroic casualties, quite often on people in the",0
tribute:L5318,dat_file,tribute,5318,,,4,tribute,opposing armies.(1),0
tribute:L5320,dat_file,tribute,5320,,,4,tribute,(1) It is a long-cherished tradition among a certain type of military,0
tribute:L5321,dat_file,tribute,5321,,,4,tribute,thinker that huge casualties are the main thing.  If they are on the other,0
tribute:L5322,dat_file,tribute,5322,,,4,tribute,side then this is a valuable bonus.,0
tribute:L5329,dat_file,tribute,5329,,,4,tribute,"He rummaged in a pocket and produced a very small book, which he held up",0
tribute:L5330,dat_file,tribute,5330,,,4,tribute,for inspection.,0
tribute:L5332,dat_file,tribute,5332,,,4,tribute,"""This belonged to my great-grandad,"" he said.  ""He was in the scrap we had",0
tribute:L5333,dat_file,tribute,5333,,,4,tribute,against Pseudopolis and my great-gran gave him this book of prayers for,0
tribute:L5334,dat_file,tribute,5334,,,4,tribute,"soldiers, 'cos you need all the prayers you can get, believe you me, and",0
tribute:L5335,dat_file,tribute,5335,,,4,tribute,"he stuck it in the top pocket of his jerkin, 'cause he couldn't afford",0
tribute:L5337,dat_file,tribute,5337,,,4,tribute,straight into this book and it went all the way through to the last page,0
tribute:L5338,dat_file,tribute,5338,,,4,tribute,"before stopping, look.  You can see the hole.""",0
tribute:L5340,dat_file,tribute,5340,,,4,tribute,"""Pretty miraculous,"" Carrot agreed.",0
tribute:L5342,dat_file,tribute,5342,,,4,tribute,"""Yeah, it was, I s'pose,"" said the sergeant.  He looked ruefully at the",0
tribute:L5343,dat_file,tribute,5343,,,4,tribute,"battered volume.  ""Shame about the other seventeen arrows, really.""",0
tribute:L5349,dat_file,tribute,5349,,,4,tribute,"""Er ... what is this thing called?"" said Colon, as he followed the",0
tribute:L5350,dat_file,tribute,5350,,,4,tribute,Patrician up the ladder.,0
tribute:L5352,dat_file,tribute,5352,,,4,tribute,"""Well, because it is /submersed/ in a /marine/ environment, I've always",0
tribute:L5353,dat_file,tribute,5353,,,4,tribute,"called it the Going-Under-the-Water-Safely Device,"" said Leonard, behind",0
tribute:L5354,dat_file,tribute,5354,,,4,tribute,"him.(1)  ""But usually I just think of it as the boat.""",0
tribute:L5356,dat_file,tribute,5356,,,4,tribute,"(1) Thinking up good names was, oddly enough, one area where Leonard of",0
tribute:L5357,dat_file,tribute,5357,,,4,tribute,Quirm's genius tended to give up.,0
tribute:L5363,dat_file,tribute,5363,,,4,tribute,"""[...]  I mean, what're our long-term objectives?""",0
tribute:L5365,dat_file,tribute,5365,,,4,tribute,"""Cooking meals and keeping warm?"" said Les hopefully.",0
tribute:L5367,dat_file,tribute,5367,,,4,tribute,"""Well, /initially/,"" said Jackson.  ""That's obvious.  But you know what",0
tribute:L5368,dat_file,tribute,5368,,,4,tribute,"they say, lad.  'Give a man a fire and he's warm for a day, but set fire to",0
tribute:L5369,dat_file,tribute,5369,,,4,tribute,"him and he's warm for the rest of his life.'  See my point?""",0
tribute:L5371,dat_file,tribute,5371,,,4,tribute,"""I don't think that's actually what the saying is--""",0
tribute:L5380,dat_file,tribute,5380,,,4,tribute,"""We need simple answers, Vimes.""",0
tribute:L5382,dat_file,tribute,5382,,,4,tribute,"""Sir.  Fred and Nobby are /good/ at simple.""",0
tribute:L5384,dat_file,tribute,5384,,,4,tribute,The Patrician turned away and looked out over the city.,0
tribute:L5386,dat_file,tribute,5386,,,4,tribute,"""Ah,"" he said in a quieter voice.  ""Simple men to see the simple truth.""",0
tribute:L5388,dat_file,tribute,5388,,,4,tribute,"""This is a fact, sir.""",0
tribute:L5390,dat_file,tribute,5390,,,4,tribute,"""You are learning fast, Vimes.""",0
tribute:L5392,dat_file,tribute,5392,,,4,tribute,"""Couldn't say about that, sir.""",0
tribute:L5394,dat_file,tribute,5394,,,4,tribute,"""And when they have found the simple truth, Vimes?""",0
tribute:L5396,dat_file,tribute,5396,,,4,tribute,"""Can't argue with the truth, sir.""",0
tribute:L5398,dat_file,tribute,5398,,,4,tribute,"""In my experience, Vimes, you can argue with anything.""",0
tribute:L5404,dat_file,tribute,5404,,,4,tribute,"71-hour Ahmed was not /super/stitious.  He was substitious, which put him",0
tribute:L5406,dat_file,tribute,5406,,,4,tribute,believed in but which nevertheless weren't true.  He believed instead in,0
tribute:L5407,dat_file,tribute,5407,,,4,tribute,the things that were true in which no one else believed.  There are many,0
tribute:L5408,dat_file,tribute,5408,,,4,tribute,"such substitions, ranging from ""It'll get better if you don't pick at it""",0
tribute:L5409,dat_file,tribute,5409,,,4,tribute,"all the way up to ""Sometimes things just happen.""",0
tribute:L5423,dat_file,tribute,5423,,,4,tribute,"""Is it true that your life passes before your eyes before you die?""",0
tribute:L5425,dat_file,tribute,5425,,,4,tribute,YES.,0
tribute:L5428,dat_file,tribute,5428,,,4,tribute,had another one.  Suppose I /am/ just about to die and /this/ is my whole,0
tribute:L5429,dat_file,tribute,5429,,,4,tribute,"life passing in front of my eyes?""",0
tribute:L5431,dat_file,tribute,5431,,,4,tribute,I THINK PERHAPS YOU DO NOT UNDERSTAND.  PEOPLE'S WHOLE LIVES /DO/ PASS IN,0
tribute:L5439,dat_file,tribute,5439,,,4,tribute,"Rest of Your Life.""",0
tribute:L5445,dat_file,tribute,5445,,,4,tribute,"All tribal myths are true, for a given value of ""true.""",0
tribute:L5451,dat_file,tribute,5451,,,4,tribute,Ponder /knew/ he should never have let Ridcully look at the invisible,0
tribute:L5452,dat_file,tribute,5452,,,4,tribute,writings.  Wasn't it a basic principle never to let your employer know what,0
tribute:L5453,dat_file,tribute,5453,,,4,tribute,it is that you actually /do/ all day?,0
tribute:L5455,dat_file,tribute,5455,,,4,tribute,"But no matter what precautions you took, sooner or later the boss was bound",0
tribute:L5456,dat_file,tribute,5456,,,4,tribute,"to come in and poke around and say things like, ""Is this where you work,",0
tribute:L5457,dat_file,tribute,5457,,,4,tribute,"then?"" and ""I thought I sent a memo out about people bringing in potted",0
tribute:L5458,dat_file,tribute,5458,,,4,tribute,"plants,"" and ""What d'you call that thing with the keyboard?""",0
tribute:L5465,dat_file,tribute,5465,,,4,tribute,Really.  We mean it.  We're not kidding.  Opening this door will mean the,0
tribute:L5466,dat_file,tribute,5466,,,4,tribute,"end of the universe,"" would /automatically/ open the door in order to see",0
tribute:L5467,dat_file,tribute,5467,,,4,tribute,"what all the fuss was about.  This made signs a waste of time, but at least",0
tribute:L5468,dat_file,tribute,5468,,,4,tribute,it meant that when you handed what was left of the wizard to his grieving,0
tribute:L5469,dat_file,tribute,5469,,,4,tribute,"relatives you could say, as they grasped the jar, ""We /told/ him not to.""",0
tribute:L5476,dat_file,tribute,5476,,,4,tribute,"""But we're a university!  We /have/ to have a library!"" said Ridcully.  ""It",0
tribute:L5477,dat_file,tribute,5477,,,4,tribute,adds /tone/.  What sort of people would we be if we didn't go into the,0
tribute:L5478,dat_file,tribute,5478,,,4,tribute,"Library?""",0
tribute:L5480,dat_file,tribute,5480,,,4,tribute,"""Students,"" said the Senior Wrangler morosely.",0
tribute:L5482,dat_file,tribute,5482,,,4,tribute,"""Hah, I remember when I was a student,"" said the Lecturer in Recent Runes.",0
tribute:L5483,dat_file,tribute,5483,,,4,tribute,"""Old 'Bogeyboy' Swallett took us on an expedition to find the Lost Reading",0
tribute:L5484,dat_file,tribute,5484,,,4,tribute,"Room.  Three weeks we were wandering around.  We had to eat our own boots.""",0
tribute:L5486,dat_file,tribute,5486,,,4,tribute,"""Did you find it?"" said the Dean.",0
tribute:L5488,dat_file,tribute,5488,,,4,tribute,"""No, but we found the remains of the previous year's expedition.""",0
tribute:L5490,dat_file,tribute,5490,,,4,tribute,"""What did you do?""",0
tribute:L5492,dat_file,tribute,5492,,,4,tribute,"""We ate their boots, too.""",0
tribute:L5498,dat_file,tribute,5498,,,4,tribute,Death had taken to keeping Rincewind's lifetimer on a special shelf in his,0
tribute:L5499,dat_file,tribute,5499,,,4,tribute,"study, in much the way that a zoologist would want to keep an eye on a",0
tribute:L5500,dat_file,tribute,5500,,,4,tribute,particularly intriguing specimen.,0
tribute:L5502,dat_file,tribute,5502,,,4,tribute,The lifetimers of most people were the classic shape that Death thought,0
tribute:L5503,dat_file,tribute,5503,,,4,tribute,"was right and proper for the task.  They appeared to be large eggtimers,",0
tribute:L5504,dat_file,tribute,5504,,,4,tribute,"although, since the sands they measured were the living seconds of",0
tribute:L5505,dat_file,tribute,5505,,,4,tribute,"someone's life, all the eggs were in one basket.",0
tribute:L5507,dat_file,tribute,5507,,,4,tribute,Rincewind's hourglass looked like something created by a glassblower who'd,0
tribute:L5508,dat_file,tribute,5508,,,4,tribute,had hiccups in a time machine.  According to the amount of actual sand it,0
tribute:L5509,dat_file,tribute,5509,,,4,tribute,contained--and Death was pretty good at making this kind of estimate--he,0
tribute:L5510,dat_file,tribute,5510,,,4,tribute,should have died long ago.  But strange curves and bends and extrusions of,0
tribute:L5511,dat_file,tribute,5511,,,4,tribute,"glass had developed over the years, and quite often the sand was flowing",0
tribute:L5512,dat_file,tribute,5512,,,4,tribute,"backwards, or diagonally.  Clearly, Rincewind had been hit by so much",0
tribute:L5513,dat_file,tribute,5513,,,4,tribute,"magic, had been thrust reluctantly through time and space so often that",0
tribute:L5514,dat_file,tribute,5514,,,4,tribute,"he'd nearly bumped into himself coming the other way, that the precise end",0
tribute:L5515,dat_file,tribute,5515,,,4,tribute,of his life was now as hard to find as the starting point on a roll of,0
tribute:L5516,dat_file,tribute,5516,,,4,tribute,really sticky transparent tape.,0
tribute:L5518,dat_file,tribute,5518,,,4,tribute,"Death was familiar with the concept of the eternal, ever-renewed hero, the",0
tribute:L5519,dat_file,tribute,5519,,,4,tribute,champion with a thousand faces.  He'd refrained from commenting.  He met,0
tribute:L5520,dat_file,tribute,5520,,,4,tribute,"heroes frequently, generally surrounded by, and this was important, the",0
tribute:L5521,dat_file,tribute,5521,,,4,tribute,"dead bodies of /very nearly/ all of their enemies and saying, ""Vot the hell",0
