"3.7.0_Index","5.0.0_Index","Name_3.7.0","Name_5.0.0"
"702","1056","object: haste self","giant ant / killer bee / soldier ant / fire ant / giant beetle / queen bee / acid blob / quivering blob / gelatinous cube / chickatrice / cockatrice / pyrolisk / jackal / fox / coyote / werejackal / little dog / dingo / dog / large dog / wolf / werewolf / winter wolf cub / warg / winter wolf / hell hound pup / hell hound / gas spore / floating eye / freezing sphere / flaming sphere / shocking sphere / kitten / housecat / jaguar / lynx / panther / large cat / tiger / displacer beast / gremlin / gargoyle / winged gargoyle / hobbit / dwarf / bugbear / dwarf leader / dwarf ruler / mind flayer / master mind flayer / manes / homunculus / imp / lemure / quasit / tengu / blue jelly / spotted jelly / ochre jelly / kobold / large kobold / kobold leader / kobold shaman / leprechaun / small mimic / large mimic / giant mimic / wood nymph / water nymph / mountain nymph / goblin / hobgoblin / orc / hill orc / Mordor orc / Uruk-hai / orc shaman / orc-captain / rock piercer / iron piercer / glass piercer / rothe / mumak / leocrotta / wumpus / titanothere / baluchitherium / mastodon / sewer rat / giant rat / rabid rat / wererat / rock mole / woodchuck / cave spider / centipede / giant spider / scorpion / lurker above / trapper / pony / white unicorn / gray unicorn / black unicorn / horse / warhorse / fog cloud / dust vortex / ice vortex / energy vortex / steam vortex / fire vortex / baby long worm / baby purple worm / long worm / purple worm / grid bug / xan / yellow light / black light / zruty / couatl / Aleax / Angel / ki-rin / Archon / bat / giant bat / raven / vampire bat / plains centaur / forest centaur / mountain centaur / baby gray dragon / baby gold dragon / baby silver dragon / baby red dragon / baby white dragon / baby orange dragon / baby black dragon / baby blue dragon / baby green dragon / baby yellow dragon / gray dragon / gold dragon / silver dragon / red dragon / white dragon / orange dragon / black dragon / blue dragon / green dragon / yellow dragon / stalker / air elemental / fire elemental / earth elemental / water elemental / lichen / brown mold / yellow mold / green mold / red mold / shrieker / violet fungus / gnome / gnome leader / gnomish wizard / gnome ruler / giant / stone giant / hill giant / fire giant / frost giant / ettin / storm giant / titan / minotaur / jabberwock / Keystone Kop / Kop Sergeant / Kop Lieutenant / Kop Kaptain / lich / demilich / master lich / arch-lich / kobold mummy / gnome mummy / orc mummy / dwarf mummy / elf mummy / human mummy / ettin mummy / giant mummy / red naga hatchling / black naga hatchling / golden naga hatchling / guardian naga hatchling / red naga / black naga / golden naga / guardian naga / ogre / ogre leader / ogre tyrant / gray ooze / brown pudding / green slime / black pudding / quantum mechanic / genetic engineer / rust monster / disenchanter / garter snake / snake / water moccasin / python / pit viper / cobra / troll / ice troll / rock troll / water troll / Olog-hai / umber hulk / vampire / vampire leader / Vlad the Impaler / barrow wight / wraith / Nazgul / xorn / monkey / ape / owlbear / yeti / carnivorous ape / sasquatch / kobold zombie / gnome zombie / orc zombie / dwarf zombie / elf zombie / human zombie / ettin zombie / ghoul / giant zombie / skeleton / straw golem / paper golem / rope golem / gold golem / leather golem / wood golem / flesh golem / clay golem / stone golem / glass golem / iron golem / human / elf / Woodland-elf / Green-elf / Grey-elf / elf-noble / elven monarch / doppelganger / shopkeeper / guard / prisoner / Oracle / aligned cleric / high cleric / soldier / sergeant / nurse / lieutenant / captain / watchman / watch captain / Medusa / Wizard of Yendor / Croesus / ghost / shade / water demon / amorous demon / horned devil / erinys / barbed devil / marilith / vrock / hezrou / bone devil / ice devil / nalfeshnee / pit fiend / sandestin / balrog / Juiblex / Yeenoghu / Orcus / Geryon / Dispater / Baalzebub / Asmodeus / Demogorgon / Death / Pestilence / Famine / mail daemon / djinni / jellyfish / piranha / shark / giant eel / electric eel / kraken / newt / gecko / iguana / baby crocodile / lizard / chameleon / crocodile / salamander / long worm tail / archeologist / barbarian / cave dweller / healer / knight / monk / cleric / ranger / rogue / samurai / tourist / valkyrie / wizard / Lord Carnarvon / Pelias / Shaman Karnov / Hippocrates / King Arthur / Grand Master / Arch Priest / Orion / Master of Thieves / Lord Sato / Twoflower / Norn / Neferet the Green / Minion of Huhetotl / Thoth Amon / Chromatic Dragon / Cyclops / Ixoth / Master Kaen / Nalzok / Scorpius / Master Assassin / Ashikaga Takauji / Lord Surtur / Dark One / student / chieftain / neanderthal / attendant / page / abbot / acolyte / hunter / thug / ninja / roshi / guide / warrior / apprentice / corpse"
"703","1191","object: teleport away","gold / teleport away"
"704","1166","object: knock","pink / knock"
"705","1056","object: wizard lock","giant ant / killer bee / soldier ant / fire ant / giant beetle / queen bee / acid blob / quivering blob / gelatinous cube / chickatrice / cockatrice / pyrolisk / jackal / fox / coyote / werejackal / little dog / dingo / dog / large dog / wolf / werewolf / winter wolf cub / warg / winter wolf / hell hound pup / hell hound / gas spore / floating eye / freezing sphere / flaming sphere / shocking sphere / kitten / housecat / jaguar / lynx / panther / large cat / tiger / displacer beast / gremlin / gargoyle / winged gargoyle / hobbit / dwarf / bugbear / dwarf leader / dwarf ruler / mind flayer / master mind flayer / manes / homunculus / imp / lemure / quasit / tengu / blue jelly / spotted jelly / ochre jelly / kobold / large kobold / kobold leader / kobold shaman / leprechaun / small mimic / large mimic / giant mimic / wood nymph / water nymph / mountain nymph / goblin / hobgoblin / orc / hill orc / Mordor orc / Uruk-hai / orc shaman / orc-captain / rock piercer / iron piercer / glass piercer / rothe / mumak / leocrotta / wumpus / titanothere / baluchitherium / mastodon / sewer rat / giant rat / rabid rat / wererat / rock mole / woodchuck / cave spider / centipede / giant spider / scorpion / lurker above / trapper / pony / white unicorn / gray unicorn / black unicorn / horse / warhorse / fog cloud / dust vortex / ice vortex / energy vortex / steam vortex / fire vortex / baby long worm / baby purple worm / long worm / purple worm / grid bug / xan / yellow light / black light / zruty / couatl / Aleax / Angel / ki-rin / Archon / bat / giant bat / raven / vampire bat / plains centaur / forest centaur / mountain centaur / baby gray dragon / baby gold dragon / baby silver dragon / baby red dragon / baby white dragon / baby orange dragon / baby black dragon / baby blue dragon / baby green dragon / baby yellow dragon / gray dragon / gold dragon / silver dragon / red dragon / white dragon / orange dragon / black dragon / blue dragon / green dragon / yellow dragon / stalker / air elemental / fire elemental / earth elemental / water elemental / lichen / brown mold / yellow mold / green mold / red mold / shrieker / violet fungus / gnome / gnome leader / gnomish wizard / gnome ruler / giant / stone giant / hill giant / fire giant / frost giant / ettin / storm giant / titan / minotaur / jabberwock / Keystone Kop / Kop Sergeant / Kop Lieutenant / Kop Kaptain / lich / demilich / master lich / arch-lich / kobold mummy / gnome mummy / orc mummy / dwarf mummy / elf mummy / human mummy / ettin mummy / giant mummy / red naga hatchling / black naga hatchling / golden naga hatchling / guardian naga hatchling / red naga / black naga / golden naga / guardian naga / ogre / ogre leader / ogre tyrant / gray ooze / brown pudding / green slime / black pudding / quantum mechanic / genetic engineer / rust monster / disenchanter / garter snake / snake / water moccasin / python / pit viper / cobra / troll / ice troll / rock troll / water troll / Olog-hai / umber hulk / vampire / vampire leader / Vlad the Impaler / barrow wight / wraith / Nazgul / xorn / monkey / ape / owlbear / yeti / carnivorous ape / sasquatch / kobold zombie / gnome zombie / orc zombie / dwarf zombie / elf zombie / human zombie / ettin zombie / ghoul / giant zombie / skeleton / straw golem / paper golem / rope golem / gold golem / leather golem / wood golem / flesh golem / clay golem / stone golem / glass golem / iron golem / human / elf / Woodland-elf / Green-elf / Grey-elf / elf-noble / elven monarch / doppelganger / shopkeeper / guard / prisoner / Oracle / aligned cleric / high cleric / soldier / sergeant / nurse / lieutenant / captain / watchman / watch captain / Medusa / Wizard of Yendor / Croesus / ghost / shade / water demon / amorous demon / horned devil / erinys / barbed devil / marilith / vrock / hezrou / bone devil / ice devil / nalfeshnee / pit fiend / sandestin / balrog / Juiblex / Yeenoghu / Orcus / Geryon / Dispater / Baalzebub / Asmodeus / Demogorgon / Death / Pestilence / Famine / mail daemon / djinni / jellyfish / piranha / shark / giant eel / electric eel / kraken / newt / gecko / iguana / baby crocodile / lizard / chameleon / crocodile / salamander / long worm tail / archeologist / barbarian / cave dweller / healer / knight / monk / cleric / ranger / rogue / samurai / tourist / valkyrie / wizard / Lord Carnarvon / Pelias / Shaman Karnov / Hippocrates / King Arthur / Grand Master / Arch Priest / Orion / Master of Thieves / Lord Sato / Twoflower / Norn / Neferet the Green / Minion of Huhetotl / Thoth Amon / Chromatic Dragon / Cyclops / Ixoth / Master Kaen / Nalzok / Scorpius / Master Assassin / Ashikaga Takauji / Lord Surtur / Dark One / student / chieftain / neanderthal / attendant / page / abbot / acolyte / hunter / thug / ninja / roshi / guide / warrior / apprentice / corpse"
"706","984","object: dig","steel / slow digestion"
"707","1193","object: cancellation","shining / cancellation"
"708","1178","object: charm monster","magenta / charm monster"
"709","1207","object: nothing","oak / nothing"
"710","1219","object: digging","iron / digging"
"711","","object: enrichment",""
"712","981","object: cold","brass / cold resistance"
"713","1056","object: death","giant ant / killer bee / soldier ant / fire ant / giant beetle / queen bee / acid blob / quivering blob / gelatinous cube / chickatrice / cockatrice / pyrolisk / jackal / fox / coyote / werejackal / little dog / dingo / dog / large dog / wolf / werewolf / winter wolf cub / warg / winter wolf / hell hound pup / hell hound / gas spore / floating eye / freezing sphere / flaming sphere / shocking sphere / kitten / housecat / jaguar / lynx / panther / large cat / tiger / displacer beast / gremlin / gargoyle / winged gargoyle / hobbit / dwarf / bugbear / dwarf leader / dwarf ruler / mind flayer / master mind flayer / manes / homunculus / imp / lemure / quasit / tengu / blue jelly / spotted jelly / ochre jelly / kobold / large kobold / kobold leader / kobold shaman / leprechaun / small mimic / large mimic / giant mimic / wood nymph / water nymph / mountain nymph / goblin / hobgoblin / orc / hill orc / Mordor orc / Uruk-hai / orc shaman / orc-captain / rock piercer / iron piercer / glass piercer / rothe / mumak / leocrotta / wumpus / titanothere / baluchitherium / mastodon / sewer rat / giant rat / rabid rat / wererat / rock mole / woodchuck / cave spider / centipede / giant spider / scorpion / lurker above / trapper / pony / white unicorn / gray unicorn / black unicorn / horse / warhorse / fog cloud / dust vortex / ice vortex / energy vortex / steam vortex / fire vortex / baby long worm / baby purple worm / long worm / purple worm / grid bug / xan / yellow light / black light / zruty / couatl / Aleax / Angel / ki-rin / Archon / bat / giant bat / raven / vampire bat / plains centaur / forest centaur / mountain centaur / baby gray dragon / baby gold dragon / baby silver dragon / baby red dragon / baby white dragon / baby orange dragon / baby black dragon / baby blue dragon / baby green dragon / baby yellow dragon / gray dragon / gold dragon / silver dragon / red dragon / white dragon / orange dragon / black dragon / blue dragon / green dragon / yellow dragon / stalker / air elemental / fire elemental / earth elemental / water elemental / lichen / brown mold / yellow mold / green mold / red mold / shrieker / violet fungus / gnome / gnome leader / gnomish wizard / gnome ruler / giant / stone giant / hill giant / fire giant / frost giant / ettin / storm giant / titan / minotaur / jabberwock / Keystone Kop / Kop Sergeant / Kop Lieutenant / Kop Kaptain / lich / demilich / master lich / arch-lich / kobold mummy / gnome mummy / orc mummy / dwarf mummy / elf mummy / human mummy / ettin mummy / giant mummy / red naga hatchling / black naga hatchling / golden naga hatchling / guardian naga hatchling / red naga / black naga / golden naga / guardian naga / ogre / ogre leader / ogre tyrant / gray ooze / brown pudding / green slime / black pudding / quantum mechanic / genetic engineer / rust monster / disenchanter / garter snake / snake / water moccasin / python / pit viper / cobra / troll / ice troll / rock troll / water troll / Olog-hai / umber hulk / vampire / vampire leader / Vlad the Impaler / barrow wight / wraith / Nazgul / xorn / monkey / ape / owlbear / yeti / carnivorous ape / sasquatch / kobold zombie / gnome zombie / orc zombie / dwarf zombie / elf zombie / human zombie / ettin zombie / ghoul / giant zombie / skeleton / straw golem / paper golem / rope golem / gold golem / leather golem / wood golem / flesh golem / clay golem / stone golem / glass golem / iron golem / human / elf / Woodland-elf / Green-elf / Grey-elf / elf-noble / elven monarch / doppelganger / shopkeeper / guard / prisoner / Oracle / aligned cleric / high cleric / soldier / sergeant / nurse / lieutenant / captain / watchman / watch captain / Medusa / Wizard of Yendor / Croesus / ghost / shade / water demon / amorous demon / horned devil / erinys / barbed devil / marilith / vrock / hezrou / bone devil / ice devil / nalfeshnee / pit fiend / sandestin / balrog / Juiblex / Yeenoghu / Orcus / Geryon / Dispater / Baalzebub / Asmodeus / Demogorgon / Death / Pestilence / Famine / mail daemon / djinni / jellyfish / piranha / shark / giant eel / electric eel / kraken / newt / gecko / iguana / baby crocodile / lizard / chameleon / crocodile / salamander / long worm tail / archeologist / barbarian / cave dweller / healer / knight / monk / cleric / ranger / rogue / samurai / tourist / valkyrie / wizard / Lord Carnarvon / Pelias / Shaman Karnov / Hippocrates / King Arthur / Grand Master / Arch Priest / Orion / Master of Thieves / Lord Sato / Twoflower / Norn / Neferet the Green / Minion of Huhetotl / Thoth Amon / Chromatic Dragon / Cyclops / Ixoth / Master Kaen / Nalzok / Scorpius / Master Assassin / Ashikaga Takauji / Lord Surtur / Dark One / student / chieftain / neanderthal / attendant / page / abbot / acolyte / hunter / thug / ninja / roshi / guide / warrior / apprentice / corpse"
"714","1208","object: striking","ebony / striking"
"715","1054","object: opening","silver bell / Bell of Opening"
"716","1217","object: locking","aluminum / locking"
"717","1218","object: probing","uranium / probing"
"718","1202","object: secret door detection","balsa / secret door detection"
"719","1171","object: slow monster","light green / slow monster"
"720","1211","object: speed monster","brass / speed monster"
"721","1212","object: undead turning","copper / undead turning"
"722","1209","object: make invisible","marble / make invisible"
"723","1205","object: wishing","pine / wishing"
"724","1230","object: dilithium crystal","white / dilithium crystal"
"725","978","object: diamond","diamond / warning"
"726","977","object: ruby","ruby / conflict"
"727","976","object: sapphire","sapphire / aggravate monster"
"728","988","object: emerald","emerald / polymorph control"
"729","1173","object: turquoise","turquoise / create monster"
"730","1239","object: aquamarine","green / aquamarine"
"731","1240","object: amber","yellowish brown / amber"
"732","975","object: topaz","topaz / hunger"
"733","1246","object: amethyst","violet / amethyst"
"734","974","object: agate","agate / levitation"
"735","972","object: jade","jade / stealth"
"736","1245","object: garnet","red / garnet"
"737","966","object: opal","opal / gain constitution"
"738","1242","object: jet","black / jet"
"739","1249","object: obsidian","black / obsidian"
"740","1244","object: chrysoberyl","yellow / chrysoberyl"
"741","1238","object: citrine","yellow / citrine"
"742","1247","object: jasper","red / jasper"
"743","","object: quartz",""
"744","1265","object: rock crystal","rock"
"745","1248","object: fluorite","violet / fluorite"
"746","1261","object: luckstone","gray / luckstone"
"747","1262","object: loadstone","gray / loadstone"
"748","1263","object: touchstone","gray / touchstone"
"749","1264","object: flint","gray / flint"
"750","803","object: rock","large rock / generic large rock"
"751","1021","object: glass","looking glass / mirror"
"752","1229","object: gold piece","gold piece"
"753","","object: **Excalibur**",""
"754","","object: **Stormbringer**",""
"755","","object: **Mjollnir**",""
"756","","object: **Cleaver**",""
"757","","object: **Grimtooth**",""
"758","1056","object: **Orcrist**","giant ant / killer bee / soldier ant / fire ant / giant beetle / queen bee / acid blob / quivering blob / gelatinous cube / chickatrice / cockatrice / pyrolisk / jackal / fox / coyote / werejackal / little dog / dingo / dog / large dog / wolf / werewolf / winter wolf cub / warg / winter wolf / hell hound pup / hell hound / gas spore / floating eye / freezing sphere / flaming sphere / shocking sphere / kitten / housecat / jaguar / lynx / panther / large cat / tiger / displacer beast / gremlin / gargoyle / winged gargoyle / hobbit / dwarf / bugbear / dwarf leader / dwarf ruler / mind flayer / master mind flayer / manes / homunculus / imp / lemure / quasit / tengu / blue jelly / spotted jelly / ochre jelly / kobold / large kobold / kobold leader / kobold shaman / leprechaun / small mimic / large mimic / giant mimic / wood nymph / water nymph / mountain nymph / goblin / hobgoblin / orc / hill orc / Mordor orc / Uruk-hai / orc shaman / orc-captain / rock piercer / iron piercer / glass piercer / rothe / mumak / leocrotta / wumpus / titanothere / baluchitherium / mastodon / sewer rat / giant rat / rabid rat / wererat / rock mole / woodchuck / cave spider / centipede / giant spider / scorpion / lurker above / trapper / pony / white unicorn / gray unicorn / black unicorn / horse / warhorse / fog cloud / dust vortex / ice vortex / energy vortex / steam vortex / fire vortex / baby long worm / baby purple worm / long worm / purple worm / grid bug / xan / yellow light / black light / zruty / couatl / Aleax / Angel / ki-rin / Archon / bat / giant bat / raven / vampire bat / plains centaur / forest centaur / mountain centaur / baby gray dragon / baby gold dragon / baby silver dragon / baby red dragon / baby white dragon / baby orange dragon / baby black dragon / baby blue dragon / baby green dragon / baby yellow dragon / gray dragon / gold dragon / silver dragon / red dragon / white dragon / orange dragon / black dragon / blue dragon / green dragon / yellow dragon / stalker / air elemental / fire elemental / earth elemental / water elemental / lichen / brown mold / yellow mold / green mold / red mold / shrieker / violet fungus / gnome / gnome leader / gnomish wizard / gnome ruler / giant / stone giant / hill giant / fire giant / frost giant / ettin / storm giant / titan / minotaur / jabberwock / Keystone Kop / Kop Sergeant / Kop Lieutenant / Kop Kaptain / lich / demilich / master lich / arch-lich / kobold mummy / gnome mummy / orc mummy / dwarf mummy / elf mummy / human mummy / ettin mummy / giant mummy / red naga hatchling / black naga hatchling / golden naga hatchling / guardian naga hatchling / red naga / black naga / golden naga / guardian naga / ogre / ogre leader / ogre tyrant / gray ooze / brown pudding / green slime / black pudding / quantum mechanic / genetic engineer / rust monster / disenchanter / garter snake / snake / water moccasin / python / pit viper / cobra / troll / ice troll / rock troll / water troll / Olog-hai / umber hulk / vampire / vampire leader / Vlad the Impaler / barrow wight / wraith / Nazgul / xorn / monkey / ape / owlbear / yeti / carnivorous ape / sasquatch / kobold zombie / gnome zombie / orc zombie / dwarf zombie / elf zombie / human zombie / ettin zombie / ghoul / giant zombie / skeleton / straw golem / paper golem / rope golem / gold golem / leather golem / wood golem / flesh golem / clay golem / stone golem / glass golem / iron golem / human / elf / Woodland-elf / Green-elf / Grey-elf / elf-noble / elven monarch / doppelganger / shopkeeper / guard / prisoner / Oracle / aligned cleric / high cleric / soldier / sergeant / nurse / lieutenant / captain / watchman / watch captain / Medusa / Wizard of Yendor / Croesus / ghost / shade / water demon / amorous demon / horned devil / erinys / barbed devil / marilith / vrock / hezrou / bone devil / ice devil / nalfeshnee / pit fiend / sandestin / balrog / Juiblex / Yeenoghu / Orcus / Geryon / Dispater / Baalzebub / Asmodeus / Demogorgon / Death / Pestilence / Famine / mail daemon / djinni / jellyfish / piranha / shark / giant eel / electric eel / kraken / newt / gecko / iguana / baby crocodile / lizard / chameleon / crocodile / salamander / long worm tail / archeologist / barbarian / cave dweller / healer / knight / monk / cleric / ranger / rogue / samurai / tourist / valkyrie / wizard / Lord Carnarvon / Pelias / Shaman Karnov / Hippocrates / King Arthur / Grand Master / Arch Priest / Orion / Master of Thieves / Lord Sato / Twoflower / Norn / Neferet the Green / Minion of Huhetotl / Thoth Amon / Chromatic Dragon / Cyclops / Ixoth / Master Kaen / Nalzok / Scorpius / Master Assassin / Ashikaga Takauji / Lord Surtur / Dark One / student / chieftain / neanderthal / attendant / page / abbot / acolyte / hunter / thug / ninja / roshi / guide / warrior / apprentice / corpse"
"759","1087","object: **Sting**","tin"
"760","","object: **Magicbane**",""
"761","","object: **Frost Brand**",""
"762","","object: **Fire Brand**",""
"763","","object: **Dragonbane**",""
"764","","object: **Demonbane**",""
"765","","object: **Werebane**",""
"766","","object: **Grayswandir**",""
"767","1056","object: **Giantslayer**","giant ant / killer bee / soldier ant / fire ant / giant beetle / queen bee / acid blob / quivering blob / gelatinous cube / chickatrice / cockatrice / pyrolisk / jackal / fox / coyote / werejackal / little dog / dingo / dog / large dog / wolf / werewolf / winter wolf cub / warg / winter wolf / hell hound pup / hell hound / gas spore / floating eye / freezing sphere / flaming sphere / shocking sphere / kitten / housecat / jaguar / lynx / panther / large cat / tiger / displacer beast / gremlin / gargoyle / winged gargoyle / hobbit / dwarf / bugbear / dwarf leader / dwarf ruler / mind flayer / master mind flayer / manes / homunculus / imp / lemure / quasit / tengu / blue jelly / spotted jelly / ochre jelly / kobold / large kobold / kobold leader / kobold shaman / leprechaun / small mimic / large mimic / giant mimic / wood nymph / water nymph / mountain nymph / goblin / hobgoblin / orc / hill orc / Mordor orc / Uruk-hai / orc shaman / orc-captain / rock piercer / iron piercer / glass piercer / rothe / mumak / leocrotta / wumpus / titanothere / baluchitherium / mastodon / sewer rat / giant rat / rabid rat / wererat / rock mole / woodchuck / cave spider / centipede / giant spider / scorpion / lurker above / trapper / pony / white unicorn / gray unicorn / black unicorn / horse / warhorse / fog cloud / dust vortex / ice vortex / energy vortex / steam vortex / fire vortex / baby long worm / baby purple worm / long worm / purple worm / grid bug / xan / yellow light / black light / zruty / couatl / Aleax / Angel / ki-rin / Archon / bat / giant bat / raven / vampire bat / plains centaur / forest centaur / mountain centaur / baby gray dragon / baby gold dragon / baby silver dragon / baby red dragon / baby white dragon / baby orange dragon / baby black dragon / baby blue dragon / baby green dragon / baby yellow dragon / gray dragon / gold dragon / silver dragon / red dragon / white dragon / orange dragon / black dragon / blue dragon / green dragon / yellow dragon / stalker / air elemental / fire elemental / earth elemental / water elemental / lichen / brown mold / yellow mold / green mold / red mold / shrieker / violet fungus / gnome / gnome leader / gnomish wizard / gnome ruler / giant / stone giant / hill giant / fire giant / frost giant / ettin / storm giant / titan / minotaur / jabberwock / Keystone Kop / Kop Sergeant / Kop Lieutenant / Kop Kaptain / lich / demilich / master lich / arch-lich / kobold mummy / gnome mummy / orc mummy / dwarf mummy / elf mummy / human mummy / ettin mummy / giant mummy / red naga hatchling / black naga hatchling / golden naga hatchling / guardian naga hatchling / red naga / black naga / golden naga / guardian naga / ogre / ogre leader / ogre tyrant / gray ooze / brown pudding / green slime / black pudding / quantum mechanic / genetic engineer / rust monster / disenchanter / garter snake / snake / water moccasin / python / pit viper / cobra / troll / ice troll / rock troll / water troll / Olog-hai / umber hulk / vampire / vampire leader / Vlad the Impaler / barrow wight / wraith / Nazgul / xorn / monkey / ape / owlbear / yeti / carnivorous ape / sasquatch / kobold zombie / gnome zombie / orc zombie / dwarf zombie / elf zombie / human zombie / ettin zombie / ghoul / giant zombie / skeleton / straw golem / paper golem / rope golem / gold golem / leather golem / wood golem / flesh golem / clay golem / stone golem / glass golem / iron golem / human / elf / Woodland-elf / Green-elf / Grey-elf / elf-noble / elven monarch / doppelganger / shopkeeper / guard / prisoner / Oracle / aligned cleric / high cleric / soldier / sergeant / nurse / lieutenant / captain / watchman / watch captain / Medusa / Wizard of Yendor / Croesus / ghost / shade / water demon / amorous demon / horned devil / erinys / barbed devil / marilith / vrock / hezrou / bone devil / ice devil / nalfeshnee / pit fiend / sandestin / balrog / Juiblex / Yeenoghu / Orcus / Geryon / Dispater / Baalzebub / Asmodeus / Demogorgon / Death / Pestilence / Famine / mail daemon / djinni / jellyfish / piranha / shark / giant eel / electric eel / kraken / newt / gecko / iguana / baby crocodile / lizard / chameleon / crocodile / salamander / long worm tail / archeologist / barbarian / cave dweller / healer / knight / monk / cleric / ranger / rogue / samurai / tourist / valkyrie / wizard / Lord Carnarvon / Pelias / Shaman Karnov / Hippocrates / King Arthur / Grand Master / Arch Priest / Orion / Master of Thieves / Lord Sato / Twoflower / Norn / Neferet the Green / Minion of Huhetotl / Thoth Amon / Chromatic Dragon / Cyclops / Ixoth / Master Kaen / Nalzok / Scorpius / Master Assassin / Ashikaga Takauji / Lord Surtur / Dark One / student / chieftain / neanderthal / attendant / page / abbot / acolyte / hunter / thug / ninja / roshi / guide / warrior / apprentice / corpse"
"768","1056","object: **Ogresmasher**","giant ant / killer bee / soldier ant / fire ant / giant beetle / queen bee / acid blob / quivering blob / gelatinous cube / chickatrice / cockatrice / pyrolisk / jackal / fox / coyote / werejackal / little dog / dingo / dog / large dog / wolf / werewolf / winter wolf cub / warg / winter wolf / hell hound pup / hell hound / gas spore / floating eye / freezing sphere / flaming sphere / shocking sphere / kitten / housecat / jaguar / lynx / panther / large cat / tiger / displacer beast / gremlin / gargoyle / winged gargoyle / hobbit / dwarf / bugbear / dwarf leader / dwarf ruler / mind flayer / master mind flayer / manes / homunculus / imp / lemure / quasit / tengu / blue jelly / spotted jelly / ochre jelly / kobold / large kobold / kobold leader / kobold shaman / leprechaun / small mimic / large mimic / giant mimic / wood nymph / water nymph / mountain nymph / goblin / hobgoblin / orc / hill orc / Mordor orc / Uruk-hai / orc shaman / orc-captain / rock piercer / iron piercer / glass piercer / rothe / mumak / leocrotta / wumpus / titanothere / baluchitherium / mastodon / sewer rat / giant rat / rabid rat / wererat / rock mole / woodchuck / cave spider / centipede / giant spider / scorpion / lurker above / trapper / pony / white unicorn / gray unicorn / black unicorn / horse / warhorse / fog cloud / dust vortex / ice vortex / energy vortex / steam vortex / fire vortex / baby long worm / baby purple worm / long worm / purple worm / grid bug / xan / yellow light / black light / zruty / couatl / Aleax / Angel / ki-rin / Archon / bat / giant bat / raven / vampire bat / plains centaur / forest centaur / mountain centaur / baby gray dragon / baby gold dragon / baby silver dragon / baby red dragon / baby white dragon / baby orange dragon / baby black dragon / baby blue dragon / baby green dragon / baby yellow dragon / gray dragon / gold dragon / silver dragon / red dragon / white dragon / orange dragon / black dragon / blue dragon / green dragon / yellow dragon / stalker / air elemental / fire elemental / earth elemental / water elemental / lichen / brown mold / yellow mold / green mold / red mold / shrieker / violet fungus / gnome / gnome leader / gnomish wizard / gnome ruler / giant / stone giant / hill giant / fire giant / frost giant / ettin / storm giant / titan / minotaur / jabberwock / Keystone Kop / Kop Sergeant / Kop Lieutenant / Kop Kaptain / lich / demilich / master lich / arch-lich / kobold mummy / gnome mummy / orc mummy / dwarf mummy / elf mummy / human mummy / ettin mummy / giant mummy / red naga hatchling / black naga hatchling / golden naga hatchling / guardian naga hatchling / red naga / black naga / golden naga / guardian naga / ogre / ogre leader / ogre tyrant / gray ooze / brown pudding / green slime / black pudding / quantum mechanic / genetic engineer / rust monster / disenchanter / garter snake / snake / water moccasin / python / pit viper / cobra / troll / ice troll / rock troll / water troll / Olog-hai / umber hulk / vampire / vampire leader / Vlad the Impaler / barrow wight / wraith / Nazgul / xorn / monkey / ape / owlbear / yeti / carnivorous ape / sasquatch / kobold zombie / gnome zombie / orc zombie / dwarf zombie / elf zombie / human zombie / ettin zombie / ghoul / giant zombie / skeleton / straw golem / paper golem / rope golem / gold golem / leather golem / wood golem / flesh golem / clay golem / stone golem / glass golem / iron golem / human / elf / Woodland-elf / Green-elf / Grey-elf / elf-noble / elven monarch / doppelganger / shopkeeper / guard / prisoner / Oracle / aligned cleric / high cleric / soldier / sergeant / nurse / lieutenant / captain / watchman / watch captain / Medusa / Wizard of Yendor / Croesus / ghost / shade / water demon / amorous demon / horned devil / erinys / barbed devil / marilith / vrock / hezrou / bone devil / ice devil / nalfeshnee / pit fiend / sandestin / balrog / Juiblex / Yeenoghu / Orcus / Geryon / Dispater / Baalzebub / Asmodeus / Demogorgon / Death / Pestilence / Famine / mail daemon / djinni / jellyfish / piranha / shark / giant eel / electric eel / kraken / newt / gecko / iguana / baby crocodile / lizard / chameleon / crocodile / salamander / long worm tail / archeologist / barbarian / cave dweller / healer / knight / monk / cleric / ranger / rogue / samurai / tourist / valkyrie / wizard / Lord Carnarvon / Pelias / Shaman Karnov / Hippocrates / King Arthur / Grand Master / Arch Priest / Orion / Master of Thieves / Lord Sato / Twoflower / Norn / Neferet the Green / Minion of Huhetotl / Thoth Amon / Chromatic Dragon / Cyclops / Ixoth / Master Kaen / Nalzok / Scorpius / Master Assassin / Ashikaga Takauji / Lord Surtur / Dark One / student / chieftain / neanderthal / attendant / page / abbot / acolyte / hunter / thug / ninja / roshi / guide / warrior / apprentice / corpse"
